简历编号,姓名,性别,年龄,电话,邮箱,意向岗位,学历层次,院校类别,专业类别,英语水平,编程语言,编程语言熟练度,前端技术,前端技术熟练度,后端技术,后端技术熟练度,数据库,数据库熟练度,云计算/运维,云计算/运维熟练度,数据与算法,数据与算法熟练度,移动开发,移动开发熟练度,测试工具,测试工具熟练度,小型企业工作经验,中型企业工作经验,大型企业工作经验,小规模项目,中规模项目,大规模项目,筛选结果
4651,王想,男,22,13179053923,fangzou2@126.com,数据工程师,本科,普通高校,非计算机类,英语四级,"Java,SQL","熟练,掌握",NULL,NULL,NULL,NULL,"MySQL,PostgreSQL,MongoDB","精通,了解,精通",NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","熟练,了解,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4652,陈伟,男,22,13088798882,junfan34@163.com,全栈开发工程师,专科,普通高校,非计算机类,英语六级,"Python,Java,JavaScript","精通,掌握,熟练","HTML/CSS,React/Vue,Webpack,Redux/Vuex","掌握,精通,了解,掌握","Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","精通,掌握,精通,熟练,掌握",MongoDB,精通,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,0,0,通过
4653,杨婷,女,22,15774904623,fangjiang881@163.com,测试工程师,本科,普通高校,计算机类,英语四级,Java,精通,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JUnit,JMeter,Postman","熟练,熟练,熟练,掌握",NULL,NULL,NULL,0,0,0,通过
4654,钱晨,男,22,18905362496,xiatian264@qq.com,测试工程师,专科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,SQL,Go","了解,精通,精通,熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JUnit,JMeter,Postman","掌握,掌握,掌握,熟练",1―3年,NULL,NULL,4,0,0,不通过
4655,黄洋,男,22,18098569377,pingwen0@163.com,测试工程师,本科,普通高校,非计算机类,无,"Python,Java,JavaScript,SQL,Go","精通,熟练,掌握,了解,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JUnit,JMeter,Postman","熟练,熟练,精通,熟练",NULL,NULL,NULL,0,0,0,不通过
4656,王玉梅,女,33,13184802758,junlei@hotmail.com,后端开发工程师,本科,普通高校,计算机类,英语六级,"Python,JavaScript","精通,精通",NULL,NULL,"Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","掌握,熟练,熟练,掌握,精通","MySQL,MongoDB","熟练,精通",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5年以上,5年以上,3―5年,0,9,0,通过
4657,张芳,女,22,17611107388,nalin9746@yahoo.com,云计算工程师,本科,普通高校,计算机类,英语四级,"Java,JavaScript,SQL","掌握,了解,精通",NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Terraform","熟练,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4658,吴波,男,28,18186488070,gangxiong8@126.com,移动开发工程师,本科,普通高校,计算机类,英语六级,"Python,Java,SQL,Go","了解,熟练,精通,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Android (Kotlin),iOS (Swift),React Native/Flutter","精通,了解,熟练",NULL,NULL,5年以上,NULL,NULL,12,0,0,通过
4659,刘晨,男,35,18641845635,guiyingluo98@gmail.com,全栈开发工程师,本科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,SQL,Go","掌握,熟练,精通,熟练,了解","HTML/CSS,React/Vue,Webpack,TypeScript,Redux/Vuex","掌握,熟练,精通,了解,掌握","Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","熟练,精通,掌握,了解,掌握","MySQL,PostgreSQL,MongoDB","掌握,熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5年以上,3―5年,NULL,13,0,1,通过
4660,王帅,男,22,18642391312,ganghuang666@163.com,后端开发工程师,本科,211高校,计算机类,英语四级,"Python,Java","精通,掌握",NULL,NULL,"Spring Boot,Django/Flask","掌握,熟练","MySQL,MongoDB,Redis","熟练,掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4661,覃帅,男,22,15351361075,fangliao13@yahoo.com,数据工程师,专科,普通高校,计算机类,英语四级,"Python,SQL,Go","掌握,熟练,熟练",NULL,NULL,NULL,NULL,"MySQL,PostgreSQL,MongoDB,Redis","掌握,精通,熟练,掌握",NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark","熟练,掌握,熟练",NULL,NULL,NULL,NULL,1―3年,NULL,NULL,13,0,0,通过
4662,何磊,男,34,17726104826,qiangxu975@hotmail.com,测试工程师,本科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,SQL,Go","熟练,掌握,熟练,掌握,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JMeter","熟练,掌握",5年以上,NULL,NULL,8,7,1,通过
4663,赵瑞,男,36,18150213882,fanghou0@qq.com,后端开发工程师,专科,普通高校,计算机类,无,"Java,JavaScript","熟练,精通",NULL,NULL,"Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","精通,熟练,掌握,熟练,熟练","MySQL,PostgreSQL","精通,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5年以上,NULL,NULL,11,0,0,通过
4664,刘宁,男,25,15892838950,qiangchang419@hotmail.com,数据分析师,本科,普通高校,非计算机类,无,"Python,Java,JavaScript,SQL,Go","熟练,熟练,掌握,精通,了解",NULL,NULL,NULL,NULL,"MySQL,PostgreSQL,MongoDB,Redis","熟练,熟练,掌握,熟练",NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","熟练,了解,精通,熟练",NULL,NULL,NULL,NULL,3―5年,1―3年,NULL,5,0,0,通过
4665,李华,男,21,13213928070,jinghu8@yahoo.com,数据工程师,专科,普通高校,计算机类,英语四级,"Python,SQL","熟练,掌握",NULL,NULL,NULL,NULL,"MySQL,MongoDB","精通,精通",NULL,NULL,"TensorFlow/PyTorch,Hadoop/Spark","掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,通过
4666,乔玲,女,21,18980967771,nachen0@yahoo.com,全栈开发工程师,专科,普通高校,计算机类,无,"Python,Java,JavaScript,SQL,Go","熟练,掌握,熟练,熟练,掌握","HTML/CSS,React/Vue,Webpack","掌握,掌握,掌握","Spring Boot,Django/Flask","掌握,熟练",MySQL,熟练,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4667,刘斌,男,25,17868585964,yanghuang67@qq.com,数据工程师,本科,普通高校,计算机类,无,"Python,Java,SQL","了解,熟练,熟练",NULL,NULL,NULL,NULL,"MySQL,MongoDB","熟练,熟练",NULL,NULL,"TensorFlow/PyTorch,Hadoop/Spark","掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,5,0,不通过
4668,王秀荣,女,23,18924337493,qiangdong32@126.com,数据分析师,本科,211高校,计算机类,英语四级,"Python,Java,SQL,Go","掌握,熟练,熟练,掌握",NULL,NULL,NULL,NULL,"MySQL,MongoDB,Redis","熟练,熟练,熟练",NULL,NULL,"Pandas/Numpy,Hadoop/Spark,Tableau/Power BI/FineBI","熟练,熟练,掌握",NULL,NULL,NULL,NULL,1―3年,NULL,NULL,5,0,0,通过
4669,瞿莹,女,23,18526619051,yangcao177@126.com,前端开发工程师,本科,普通高校,非计算机类,英语四级,"Python,Java,JavaScript,SQL,Go","掌握,了解,精通,掌握,熟练","HTML/CSS,React/Vue,Webpack","熟练,掌握,精通",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,2,0,0,不通过
4670,王鑫,男,21,13351357424,taoliao14@126.com,前端开发工程师,专科,普通高校,非计算机类,英语四级,"Python,Java,JavaScript,Go","熟练,精通,掌握,精通","HTML/CSS,React/Vue,Webpack","精通,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,通过
4671,邓玉珍,女,30,18236649574,yankong50@yahoo.com,运维工程师,本科,普通高校,非计算机类,英语四级,"Python,JavaScript,SQL,Go","熟练,掌握,掌握,了解",NULL,NULL,NULL,NULL,NULL,NULL,"Docker/Kubernetes,Linux","掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,5年以上,NULL,NULL,1,6,2,不通过
4672,张文,男,28,15606244579,mingyuan49@qq.com,测试工程师,专科,普通高校,计算机类,无,"Java,SQL","熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JMeter,Postman","精通,熟练,掌握",5年以上,NULL,NULL,3,5,0,通过
4673,赵刚,男,24,18911599880,juanchen4@yahoo.com,算法工程师,专科,普通高校,计算机类,英语四级,"Java,JavaScript","掌握,精通",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","熟练,了解,掌握",NULL,NULL,NULL,NULL,NULL,NULL,1年以下,11,7,0,不通过
4674,敖洋,男,21,15650748019,xiuyingdai0@hotmail.com,运维工程师,专科,普通高校,非计算机类,英语四级,Python,精通,NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Linux,Ansible,Terraform","掌握,掌握,熟练,了解,精通",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4675,黄秀芳,女,38,13353060623,leiyuan36@126.com,运维工程师,专科,普通高校,计算机类,无,"Python,Go","熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,"Docker/Kubernetes,Linux","熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,5年以上,3―5年,5年以上,8,8,2,通过
4676,黄勇,男,22,13586002584,nasu46@yahoo.com,云计算工程师,本科,211高校,计算机类,英语四级,"Python,JavaScript,SQL,Go","精通,精通,了解,熟练",NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Terraform","掌握,精通,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,通过
4677,龙志,男,22,17730319080,xiuyingwei42@126.com,测试工程师,本科,普通高校,非计算机类,英语四级,"Python,Java,SQL","熟练,精通,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JUnit,JMeter,Postman","熟练,了解,掌握,了解",NULL,NULL,NULL,0,0,0,不通过
4678,萧淑英,女,33,18544887265,xiuyingtian@hotmail.com,移动开发工程师,本科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,Go","熟练,掌握,了解,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Android (Kotlin),React Native/Flutter","精通,掌握",NULL,NULL,NULL,NULL,NULL,8,1,0,不通过
4679,栾斌,男,36,15336197465,xiulancao8254@hotmail.com,云计算工程师,本科,普通高校,计算机类,英语四级,Java,熟练,NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Ansible,Terraform","掌握,掌握,了解,熟练",NULL,NULL,NULL,NULL,NULL,NULL,5年以上,NULL,3―5年,7,7,1,不通过
4680,汪健,男,23,15354023484,weiqian@outlook.com,运维工程师,本科,普通高校,非计算机类,英语四级,"Python,Java,SQL,Go","了解,掌握,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Linux,Ansible,Terraform","了解,熟练,掌握,熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,0,0,0,不通过
4681,齐建,男,40,18955430183,xiulankang136@hotmail.com,云计算工程师,专科,普通高校,计算机类,无,"Java,SQL","掌握,掌握",NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Terraform","精通,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,5年以上,NULL,NULL,9,0,0,通过
4682,赵健,男,36,18981484846,mingmao@gmail.com,移动开发工程师,本科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,Go","熟练,熟练,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Android (Kotlin),React Native/Flutter","精通,熟练",NULL,NULL,5年以上,3―5年,NULL,7,1,2,通过
4683,林琴,女,22,13774624349,xiapan8@qq.com,移动开发工程师,专科,普通高校,非计算机类,英语四级,Java,精通,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Android (Kotlin),iOS (Swift),React Native/Flutter","熟练,熟练,熟练",NULL,NULL,NULL,NULL,NULL,1,0,0,通过
4684,吴慧,女,31,17732374008,yangyang01@hotmail.com,测试工程师,本科,211高校,计算机类,英语四级,"Python,Java,JavaScript,Go","掌握,掌握,掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JUnit,JMeter,Postman","熟练,精通,熟练,了解",5年以上,NULL,3―5年,14,7,1,通过
4685,张冬梅,女,23,13403195734,weicheng161@gmail.com,前端开发工程师,本科,普通高校,计算机类,英语四级,"Python,JavaScript","掌握,熟练","HTML/CSS,React/Vue,Webpack,Redux/Vuex","掌握,熟练,精通,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,0,0,0,不通过
4686,赵丹丹,女,23,17611168697,minglong5807@yahoo.com,后端开发工程师,本科,普通高校,非计算机类,英语四级,Python,熟练,NULL,NULL,"Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","精通,掌握,精通,熟练,精通","MySQL,Redis","熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,7,0,0,通过
4687,李辉,男,21,13855542087,jiejia@gmail.com,全栈开发工程师,专科,普通高校,非计算机类,无,"Python,JavaScript,SQL","熟练,熟练,了解","HTML/CSS,React/Vue,TypeScript","熟练,熟练,掌握","Spring Boot,Django/Flask,Node.js,Kafka/RabbitMQ","掌握,熟练,熟练,掌握","MySQL,MongoDB","熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4688,胡东,男,21,18374792306,juanxie03@126.com,数据分析师,专科,普通高校,计算机类,无,"Java,SQL","精通,掌握",NULL,NULL,NULL,NULL,"MySQL,MongoDB","精通,精通",NULL,NULL,"Pandas/Numpy,Hadoop/Spark,Tableau/Power BI/FineBI","掌握,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,通过
4689,叶东,男,23,13077915868,natian717@hotmail.com,测试工程师,本科,普通高校,计算机类,英语四级,"Python,JavaScript,SQL","掌握,了解,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JMeter,Postman","熟练,熟练,了解",1―3年,NULL,NULL,5,0,0,不通过
4690,王佳,男,21,15228234327,yongmeng3895@yahoo.com,算法工程师,专科,普通高校,计算机类,无,"Java,JavaScript,SQL,Go","熟练,了解,掌握,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","熟练,熟练,精通,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4691,康洋,男,29,15937410546,qiangliang939@126.com,全栈开发工程师,专科,普通高校,非计算机类,英语四级,"Python,JavaScript,SQL","掌握,熟练,了解","HTML/CSS,React/Vue,TypeScript,Redux/Vuex","熟练,熟练,熟练,了解","Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","熟练,熟练,了解,精通,熟练","MySQL,PostgreSQL,MongoDB,Redis","掌握,熟练,精通,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3―5年,NULL,5,7,0,不通过
4692,刘淑,女,37,15292672406,juancui11@126.com,数据工程师,本科,211高校,非计算机类,无,"Python,SQL","熟练,熟练",NULL,NULL,NULL,NULL,"MySQL,MongoDB","掌握,掌握",NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","掌握,熟练,熟练,精通",NULL,NULL,NULL,NULL,5年以上,5年以上,NULL,15,0,0,通过
4693,钱龙,男,23,18480950980,pingsun@126.com,算法工程师,本科,普通高校,计算机类,英语六级,"Python,Java,JavaScript,SQL,Go","掌握,熟练,掌握,掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","了解,熟练,熟练,熟练",NULL,NULL,NULL,NULL,1―3年,NULL,NULL,14,0,0,不通过
4694,马梅,女,34,18035279404,guiyingzou460@outlook.com,前端开发工程师,本科,普通高校,非计算机类,英语四级,"Python,JavaScript,SQL","熟练,熟练,熟练","HTML/CSS,React/Vue,TypeScript","熟练,精通,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5年以上,NULL,NULL,15,2,2,通过
4695,李志,男,23,15319147073,naliu9898@qq.com,数据分析师,本科,普通高校,计算机类,英语六级,"Python,SQL,Go","掌握,掌握,熟练",NULL,NULL,NULL,NULL,"MySQL,PostgreSQL,MongoDB","熟练,精通,精通",NULL,NULL,"Pandas/Numpy,Hadoop/Spark,Tableau/Power BI/FineBI","熟练,熟练,精通",NULL,NULL,NULL,NULL,1―3年,NULL,NULL,4,0,0,通过
4696,杨秀,女,21,17781750539,jingkong9@hotmail.com,运维工程师,专科,普通高校,非计算机类,英语四级,Python,熟练,NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Linux,Terraform","了解,熟练,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4697,李俊,男,38,13674598180,nasu72@gmail.com,前端开发工程师,专科,普通高校,计算机类,无,"Python,Java,JavaScript","熟练,熟练,精通","HTML/CSS,React/Vue,Webpack,TypeScript,Redux/Vuex","掌握,熟练,熟练,熟练,了解",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,3,2,不通过
4698,唐博,男,22,17652181413,nalin@126.com,全栈开发工程师,专科,普通高校,计算机类,英语四级,"Python,JavaScript","掌握,掌握","HTML/CSS,React/Vue,Webpack,TypeScript,Redux/Vuex","掌握,熟练,熟练,了解,了解","Spring Boot,Django/Flask,Node.js,Kafka/RabbitMQ","熟练,熟练,了解,掌握","MySQL,PostgreSQL","掌握,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,14,0,0,不通过
4699,陈明,男,40,18560970538,guiyingxiang5247@hotmail.com,前端开发工程师,本科,普通高校,计算机类,英语四级,"Python,Java,JavaScript","掌握,掌握,掌握","HTML/CSS,React/Vue,Webpack","掌握,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5年以上,NULL,NULL,8,0,0,不通过
4700,黄刚,男,22,13800752351,yongshao1579@126.com,后端开发工程师,本科,普通高校,非计算机类,英语六级,"Python,Java,JavaScript,SQL,Go","熟练,掌握,熟练,熟练,掌握",NULL,NULL,"Spring Boot,Django/Flask","熟练,熟练",PostgreSQL,掌握,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4701,赵亮,男,21,18978637883,junxie91@hotmail.com,后端开发工程师,专科,普通高校,计算机类,无,"Python,Java,JavaScript,SQL,Go","熟练,熟练,掌握,熟练,了解",NULL,NULL,"Spring Boot,Django/Flask,RESTful API,Node.js,Kafka/RabbitMQ","熟练,熟练,了解,精通,掌握","MySQL,PostgreSQL,MongoDB,Redis","掌握,熟练,掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4702,王桂荣,女,22,18214135976,juanshao68@outlook.com,运维工程师,专科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,SQL","精通,掌握,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,"Docker/Kubernetes,Linux","精通,熟练",NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,0,0,0,通过
4703,杨利,男,28,13556515194,weilong23@126.com,移动开发工程师,本科,普通高校,计算机类,英语六级,Python,掌握,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Android (Kotlin),React Native/Flutter","掌握,掌握",NULL,NULL,5年以上,5年以上,NULL,1,5,0,不通过
4704,朱荣,女,21,18931821983,fangdong1@qq.com,云计算工程师,专科,普通高校,计算机类,无,"Python,JavaScript","熟练,了解",NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Terraform","掌握,掌握,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4705,温建,男,21,15951230005,liqin231@gmail.com,云计算工程师,专科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,SQL,Go","掌握,熟练,精通,掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Terraform","熟练,掌握,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4706,李海燕,女,28,13539471571,mingxie@yahoo.com,数据工程师,本科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,SQL,Go","掌握,掌握,精通,掌握,掌握",NULL,NULL,NULL,NULL,"MySQL,PostgreSQL,MongoDB,Redis","掌握,掌握,熟练,熟练",NULL,NULL,Hadoop/Spark,熟练,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,0,2,不通过
4707,刘林,男,22,18610344785,qiangxia277@yahoo.com,云计算工程师,本科,普通高校,计算机类,英语四级,Python,精通,NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Linux,Ansible,Terraform","精通,精通,熟练,精通,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,通过
4708,张宇,男,22,15665219866,xiameng3@163.com,算法工程师,专科,普通高校,计算机类,英语四级,"Python,Java,JavaScript,Go","熟练,了解,了解,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TensorFlow/PyTorch,熟练,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,不通过
4709,杨东,男,36,13423538719,taomo38@gmail.com,算法工程师,本科,普通高校,计算机类,英语六级,"Python,Java,JavaScript,SQL,Go","精通,精通,掌握,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pandas/Numpy,TensorFlow/PyTorch,Hadoop/Spark,Tableau/Power BI/FineBI","精通,掌握,了解,熟练",NULL,NULL,NULL,NULL,NULL,3―5年,3―5年,2,5,1,通过
4710,夏红霞,男,21,15656290059,xiuyingsu9348@yahoo.com,测试工程师,专科,普通高校,计算机类,无,"Python,Java,JavaScript,SQL,Go","掌握,掌握,掌握,熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selenium,JMeter,Postman","掌握,熟练,熟练",NULL,NULL,NULL,0,0,0,不通过
4711,刘佳,男,21,18560462796,leitao70@outlook.com,移动开发工程师,专科,普通高校,计算机类,英语四级,"Python,Java,SQL","掌握,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Android (Kotlin),React Native/Flutter","熟练,掌握",NULL,NULL,NULL,NULL,NULL,0,0,0,不通过
4712,刘春梅,女,24,17792227850,qiangguo762@outlook.com,运维工程师,专科,普通高校,非计算机类,无,"Python,Java,JavaScript","了解,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,"Docker/Kubernetes,Linux","熟练,掌握",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1―3年,1年以下,11,6,0,不通过
4713,文楠,男,22,18952825567,nahe338@126.com,云计算工程师,专科,普通高校,计算机类,无,Python,熟练,NULL,NULL,NULL,NULL,NULL,NULL,"AWS/Azure,Docker/Kubernetes,Terraform","掌握,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,0,0,0,不通过
4714,王阳,男,23,13799547418,xiuyingliang61@outlook.com,前端开发工程师,本科,普通高校,非计算机类,英语四级,"Python,Java,JavaScript,Go","精通,熟练,熟练,熟练","HTML/CSS,React/Vue,Webpack,TypeScript,Redux/Vuex","熟练,掌握,了解,熟练,熟练",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1―3年,NULL,NULL,5,0,0,通过
